date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,zip_type,sqm_living,sqm_lot,sqm_above,sqm_basement,sqm_living15,sqm_lot15,date_year,date_month,date_week,date_year_week,ll_ratio,sqm_garden
2015-04-30,450000,4,1.75,1.0,0.0,0,3,7,1961,,98155,47.7675,-122.277,suburbs,161.65,1133.78,117.99,43.66,203.46,1133.78,2015,4,18,2015-17,7.0137952366223315,1015.79
2014-06-24,400000,3,2.5,1.0,0.0,0,3,7,1967,,98072,47.7735,-122.133,suburbs,275.92,2146.04,140.28,135.64,222.04,1885.92,2014,6,26,2014-25,7.777761670049289,2005.76
2015-02-10,599000,3,2.5,1.0,0.0,0,3,7,1967,,98072,47.7735,-122.133,suburbs,275.92,2146.04,140.28,135.64,222.04,1885.92,2015,2,7,2015-06,7.777761670049289,2005.76
2014-06-05,165000,3,1.0,1.0,0.0,0,4,5,1908,,98001,47.2756,-122.27,suburbs,106.84,1783.72,106.84,0.0,119.84,1783.72,2014,6,23,2014-22,16.695245226506927,1676.88
2014-06-05,229000,2,1.0,1.0,0.0,0,3,6,1941,,98168,47.5094,-122.31,suburbs,110.55,688.22,77.11,33.44,105.91,688.22,2014,6,23,2014-22,6.225418362731796,611.11
2014-10-13,305000,1,1.0,1.0,0.0,0,3,5,1946,,98155,47.7553,-122.283,suburbs,83.61,696.77,83.61,0.0,136.57,696.77,2014,10,42,2014-41,8.333572539169955,613.16
2014-09-15,930000,3,3.25,2.0,0.0,0,3,9,2001,,98116,47.5852,-122.391,city,274.06,413.04,227.61,46.45,179.3,395.3,2014,9,38,2014-37,1.507115230241553,299.235
2014-09-23,542000,3,2.5,1.0,0.0,0,3,8,1964,,98007,47.6205,-122.141,suburbs,184.88,1485.04,143.07,41.81,229.47,940.64,2014,9,39,2014-38,8.032453483340545,1341.97
2014-09-09,214000,3,1.0,1.0,0.0,0,4,6,1900,1965.0,98010,47.3127,-122.002,countryside,94.76,849.78,94.76,0.0,148.64,901.15,2014,9,37,2014-36,8.967707893626002,755.02
2014-09-09,718000,3,2.5,2.0,0.0,0,3,8,2001,,98033,47.6946,-122.211,city,192.31,668.9,192.31,0.0,153.29,824.69,2014,9,37,2014-36,3.478238261140866,572.745
2014-06-11,349000,3,2.5,3.0,0.0,0,3,8,2002,,98103,47.698,-122.349,city,132.85,93.09,132.85,0.0,132.85,142.14,2014,6,24,2014-23,0.7007150922092586,48.80666666666667
2015-05-05,305000,3,2.5,2.0,0.0,0,3,7,1997,,98031,47.4024,-122.216,suburbs,188.59,743.22,188.59,0.0,212.75,738.11,2015,5,19,2015-18,3.9409300599183417,648.9250000000001
2014-07-15,498000,3,2.5,2.0,0.0,0,4,7,1900,1993.0,98122,47.6036,-122.305,city,150.5,245.26,150.5,0.0,127.28,356.74,2014,7,29,2014-28,1.6296345514950166,170.01
2014-05-23,799950,4,3.5,2.0,0.0,0,3,10,1993,,98092,47.2642,-122.187,suburbs,392.05,18284.75,392.05,0.0,232.26,18152.64,2014,5,21,2014-20,46.63882157888025,18088.725
2015-05-05,737000,3,2.5,2.0,0.0,2,3,9,1997,,98052,47.6842,-122.155,suburbs,213.68,724.64,213.68,0.0,213.68,760.59,2015,5,19,2015-18,3.391239236241108,617.8
2014-12-26,860000,4,3.25,2.0,0.0,0,3,10,2001,,98075,47.5953,-122.039,suburbs,355.82,929.49,355.82,0.0,237.37,483.46,2014,12,52,2014-51,2.6122477657242427,751.58
2014-07-02,339950,3,2.5,1.0,0.0,0,3,8,1984,,98042,47.3546,-122.081,suburbs,222.04,3162.49,170.94,51.1,228.54,3315.31,2014,7,27,2014-26,14.242884165015312,2991.5499999999997
2014-05-16,249000,3,2.25,1.0,0.0,0,3,7,1982,,98031,47.4034,-122.178,suburbs,133.78,712.84,87.33,46.45,133.78,782.05,2014,5,20,2014-19,5.328449693526686,625.51
2015-05-07,370000,2,1.0,1.0,0.0,0,2,6,1910,,98126,47.5322,-122.379,city,84.54,513.29,84.54,0.0,150.5,513.29,2015,5,19,2015-18,6.071563756801513,428.74999999999994
2014-10-13,725000,3,2.0,1.0,0.0,0,4,7,1964,,98040,47.5755,-122.216,city,144.0,1139.17,144.0,0.0,269.42,1149.39,2014,10,42,2014-41,7.910902777777778,995.1700000000001
2014-12-05,529000,5,2.5,1.0,0.0,0,4,8,1976,,98059,47.479,-122.153,suburbs,221.11,8498.33,146.79,74.32,174.66,1195.65,2014,12,49,2014-48,38.434851431414224,8351.539999999999
2015-03-17,310000,4,2.75,1.0,0.0,0,4,7,1988,,98198,47.3581,-122.317,suburbs,191.38,752.51,121.7,69.68,143.07,752.51,2015,3,12,2015-11,3.9320200647925594,630.81
2014-10-27,315000,4,2.25,2.0,0.0,0,3,8,1981,,98058,47.4362,-122.165,suburbs,174.66,851.26,174.66,0.0,176.51,741.36,2014,10,44,2014-43,4.873811977556396,763.93
2014-10-02,1300000,4,2.5,2.0,0.0,0,3,9,1927,,98119,47.63,-122.363,city,322.37,386.47,230.4,91.97,211.82,505.39,2014,10,40,2014-39,1.1988398424170985,271.27000000000004
2014-11-05,435000,3,2.0,2.0,0.0,0,5,7,1964,,98059,47.483,-122.164,suburbs,219.25,1183.95,219.25,0.0,153.29,801.28,2014,11,45,2014-44,5.4,1074.325
2014-07-16,350000,3,1.75,1.0,0.0,0,4,7,1979,,98056,47.5107,-122.172,suburbs,183.02,1003.34,120.77,62.25,183.02,814.57,2014,7,29,2014-28,5.482133100207627,882.57
2014-09-08,240000,3,1.0,1.0,0.0,0,3,7,1948,,98055,47.4804,-122.229,suburbs,96.62,724.64,96.62,0.0,165.37,780.38,2014,9,37,2014-36,7.499896501759469,628.02
2015-04-28,410000,3,2.25,2.0,0.0,0,3,7,1987,,98116,47.5725,-122.383,city,131.92,348.38,131.92,0.0,132.85,433.3,2015,4,18,2015-17,2.6408429351121896,282.42
2014-09-23,430000,4,2.75,2.0,0.0,0,3,7,2003,,98059,47.4916,-122.162,suburbs,212.75,487.64,212.75,0.0,210.89,403.94,2014,9,39,2014-38,2.2920799059929493,381.265
2014-08-18,446000,4,2.5,1.0,0.0,0,3,7,1974,,98034,47.7174,-122.236,suburbs,142.14,778.06,94.76,47.38,153.29,909.88,2014,8,34,2014-33,5.473898972843675,683.3
2014-06-11,240000,3,1.5,1.5,0.0,0,5,7,1984,,98045,47.4648,-121.757,countryside,126.35,906.73,126.35,0.0,121.7,1064.29,2014,6,24,2014-23,7.176335575781559,822.4966666666667
2015-01-08,595000,4,3.0,1.5,0.0,0,4,8,1970,,98027,47.4703,-122.015,suburbs,341.88,3319.96,215.53,126.35,298.22,3670.75,2015,1,2,2015-01,9.710892710892711,3176.2733333333335
2015-03-06,215150,3,1.0,1.0,0.0,0,4,6,1969,,98042,47.3654,-122.082,suburbs,85.47,443.14,85.47,0.0,85.47,443.14,2015,3,10,2015-09,5.184743184743184,357.66999999999996
2014-05-22,319950,2,1.0,1.0,0.0,2,5,7,1949,,98178,47.507,-122.242,suburbs,99.41,541.06,99.41,0.0,194.17,741.36,2014,5,21,2014-20,5.442712000804748,441.65
2014-06-16,385000,3,2.0,2.0,0.0,0,3,8,2000,,98070,47.3731,-122.43,suburbs,147.71,920.85,147.71,0.0,155.15,920.85,2014,6,25,2014-24,6.23417507277774,846.995
2015-03-25,280000,3,2.5,2.0,0.0,0,3,8,1991,,98042,47.3618,-122.074,suburbs,148.64,622.45,148.64,0.0,166.3,703.92,2015,3,13,2015-12,4.187634553283101,548.1300000000001
2015-05-11,399950,3,2.5,1.0,0.0,0,3,7,1974,,98034,47.7153,-122.211,suburbs,140.28,678.19,96.62,43.66,126.35,678.19,2015,5,20,2015-19,4.8345451953236385,581.57
2014-05-23,132500,3,1.0,1.0,0.0,0,3,7,1967,,98001,47.32,-122.278,suburbs,100.33,975.47,100.33,0.0,111.48,892.51,2014,5,21,2014-20,9.722615369281371,875.14
2015-04-23,399950,2,0.75,1.0,0.0,0,4,7,1916,,98126,47.5671,-122.37,city,123.56,265.33,86.4,37.16,123.56,265.33,2015,4,17,2015-16,2.147377792165749,178.92999999999998
2014-07-21,290000,2,1.0,1.0,0.0,0,3,7,1948,,98133,47.7282,-122.337,suburbs,78.97,631.74,78.97,0.0,80.82,631.74,2014,7,30,2014-29,7.999746739268077,552.77
2015-05-12,860000,5,2.25,1.0,0.0,0,4,8,1958,,98004,47.6066,-122.192,city,182.09,798.22,119.84,62.25,159.79,798.22,2015,5,20,2015-19,4.383656433631721,678.38
2014-05-29,3100000,6,4.25,3.0,0.0,4,4,12,1999,,98040,47.5552,-122.231,city,648.46,1456.89,495.17,153.29,365.11,1706.34,2014,5,22,2014-21,2.2466921629707306,1291.8333333333335
2014-05-16,245000,4,1.0,1.5,0.0,0,3,7,1948,,98178,47.5015,-122.262,suburbs,142.14,668.9,130.06,12.08,142.14,668.9,2014,5,20,2014-19,4.705923737160546,582.1933333333333
2014-12-15,255000,3,1.5,1.0,0.0,0,3,7,1956,,98178,47.5068,-122.259,suburbs,122.63,741.36,122.63,0.0,185.8,715.35,2014,12,51,2014-50,6.04550273179483,618.73
2014-11-13,310000,4,3.0,2.0,0.0,0,3,7,1976,,98155,47.7703,-122.312,suburbs,215.53,668.9,215.53,0.0,190.45,929.02,2014,11,46,2014-45,3.1035122720734933,561.135
2014-08-13,299000,3,1.0,1.0,0.0,0,3,7,1955,,98155,47.7763,-122.305,suburbs,89.19,752.51,89.19,0.0,100.33,752.51,2014,8,33,2014-32,8.437156631909406,663.3199999999999
2014-11-10,575000,4,2.5,2.0,0.0,0,4,8,1996,,98029,47.5719,-122.007,suburbs,189.52,511.71,189.52,0.0,197.88,510.59,2014,11,46,2014-45,2.7000316589278173,416.95
2014-11-14,284000,3,1.0,1.0,0.0,0,3,7,1944,,98133,47.7401,-122.348,suburbs,100.33,763.1,100.33,0.0,171.87,1259.75,2014,11,46,2014-45,7.605900528256753,662.77
2015-04-07,840000,3,1.75,1.0,0.0,0,4,8,1926,,98115,47.6726,-122.294,city,187.66,445.93,101.26,86.4,156.08,445.93,2015,4,15,2015-14,2.37626558669935,344.67
2014-08-13,442573,3,1.75,1.0,0.0,0,3,7,1980,,98034,47.7314,-122.225,suburbs,165.37,702.99,119.84,45.53,177.44,803.14,2014,8,33,2014-32,4.251012880208019,583.15
2014-10-08,560000,3,1.0,1.0,0.0,0,3,8,1931,,98115,47.6948,-122.322,city,105.91,652.92,105.91,0.0,125.42,643.16,2014,10,41,2014-40,6.164856954017562,547.01
2014-05-07,485000,3,2.0,1.0,0.0,0,4,7,1917,,98136,47.5421,-122.388,city,149.57,386.47,93.83,55.74,96.62,408.77,2014,5,19,2014-18,2.583873771478238,292.64000000000004
2015-03-18,472500,4,1.75,1.0,0.0,0,4,7,1961,,98033,47.6775,-122.18,city,133.78,793.01,133.78,0.0,159.79,905.61,2015,3,12,2015-11,5.927717147555688,659.23
2014-11-26,1610000,4,2.75,2.0,0.0,0,3,11,1996,,98004,47.5951,-122.206,city,396.69,2397.53,396.69,0.0,358.6,1925.21,2014,11,48,2014-47,6.04383775744284,2199.1850000000004
2014-12-19,808000,8,3.75,2.0,0.0,0,3,7,1987,,98105,47.6617,-122.289,city,321.44,427.35,265.7,55.74,201.6,348.38,2014,12,51,2014-50,1.32948606271777,294.5
2014-10-22,398000,3,1.75,1.5,0.0,0,4,7,1950,,98011,47.7663,-122.201,suburbs,175.59,1486.53,175.59,0.0,169.08,1063.73,2014,10,43,2014-42,8.465914915427986,1369.47
2015-02-17,340000,3,2.5,2.0,0.0,0,3,8,2003,,98059,47.4837,-122.138,suburbs,208.1,557.41,208.1,0.0,222.97,557.41,2015,2,8,2015-07,2.6785679961556945,453.35999999999996
2015-05-13,380000,2,1.0,1.5,0.0,0,3,6,1910,,98108,47.5462,-122.32,city,70.61,371.61,70.61,0.0,104.98,371.61,2015,5,20,2015-19,5.262852287211444,324.5366666666667
2014-09-12,235000,3,1.0,1.0,0.0,0,3,6,1948,,98168,47.5042,-122.329,suburbs,94.76,573.49,72.46,22.3,123.56,548.96,2014,9,37,2014-36,6.052026171380329,501.03000000000003
2014-10-27,400000,3,1.5,1.0,0.0,0,3,7,1956,,98034,47.7167,-122.233,suburbs,123.56,919.73,123.56,0.0,180.23,919.73,2014,10,44,2014-43,7.443590158627387,796.1700000000001
2014-07-11,582000,5,2.5,1.0,0.0,0,4,8,1968,,98006,47.5681,-122.128,suburbs,258.27,1145.95,147.71,110.56,255.48,922.52,2014,7,28,2014-27,4.437023270221087,998.24
2014-12-31,209000,2,1.0,1.0,0.0,0,3,6,1962,,98168,47.4989,-122.317,suburbs,99.41,568.56,99.41,0.0,104.98,568.56,2014,12,1,2014-52,5.719344130369178,469.15
2015-04-03,335000,5,3.0,1.5,0.0,0,4,7,1962,,98058,47.46,-122.174,suburbs,247.12,715.35,155.15,91.97,149.57,715.35,2015,4,14,2015-13,2.8947474910974424,611.9166666666667
2014-12-12,285950,2,1.0,1.0,0.0,0,5,6,1942,,98146,47.5122,-122.374,suburbs,65.96,661.46,65.96,0.0,102.19,652.17,2014,12,50,2014-49,10.028198908429353,595.5
2014-11-07,645000,5,2.25,2.0,0.0,0,4,8,1975,,98027,47.4553,-121.987,suburbs,310.29,4875.14,310.29,0.0,228.54,4491.92,2014,11,45,2014-44,15.711560153404879,4719.995
2014-12-23,312000,2,1.0,1.5,0.0,0,4,7,1916,,98014,47.6499,-121.916,countryside,107.77,696.77,107.77,0.0,103.12,696.77,2014,12,52,2014-51,6.4653428597940055,624.9233333333333
2014-10-10,663000,3,2.25,1.0,0.0,0,3,7,1967,,98075,47.5828,-122.044,suburbs,263.84,5544.13,146.79,117.05,206.24,2943.89,2014,10,41,2014-40,21.01322771376592,5397.34
2014-10-20,443950,3,1.75,1.0,0.0,0,3,6,1946,,98056,47.5217,-122.182,suburbs,185.8,3344.48,185.8,0.0,195.09,899.39,2014,10,43,2014-42,18.00043057050592,3158.68
2014-05-30,315000,3,2.0,1.0,0.0,0,3,7,1981,,98126,47.5523,-122.372,city,98.48,534.19,98.48,0.0,100.33,534.19,2014,5,22,2014-21,5.424350121852153,435.71000000000004
2015-03-23,302200,4,1.5,1.0,0.0,0,3,7,1964,,98058,47.4497,-122.168,suburbs,160.72,965.81,160.72,0.0,140.28,965.81,2015,3,13,2015-12,6.009270781483325,805.0899999999999
2015-01-08,770000,3,2.5,2.0,0.0,3,4,9,1979,,98033,47.6528,-122.203,city,203.46,246.93,203.46,0.0,215.07,235.79,2015,1,2,2015-01,1.2136537894426422,145.2
2015-01-22,374950,4,1.75,1.0,0.0,0,3,8,1974,,98058,47.4483,-122.129,suburbs,154.22,758.08,154.22,0.0,167.22,713.86,2015,1,4,2015-03,4.915575152379717,603.86
2014-06-11,330000,3,2.5,2.0,0.0,0,3,9,1989,,98023,47.3079,-122.393,suburbs,205.31,702.06,205.31,0.0,226.68,802.77,2014,6,24,2014-23,3.4195119575276407,599.405
2014-10-20,230000,2,1.0,1.0,0.0,0,4,6,1942,,98106,47.5404,-122.352,city,80.82,652.17,52.95,27.87,160.72,652.17,2014,10,43,2014-42,8.069413511507053,599.2199999999999
2015-04-27,967000,4,2.5,2.0,0.0,0,3,9,2010,,98115,47.6961,-122.316,city,288.0,673.54,288.0,0.0,115.2,619.66,2015,4,18,2015-17,2.3386805555555554,529.54
2014-09-08,536500,4,2.5,2.0,0.0,2,3,8,2000,,98144,47.591,-122.293,city,159.79,326.55,136.57,23.22,105.91,205.13,2014,9,37,2014-36,2.043619750923087,258.265
2014-06-27,315000,6,4.0,2.0,0.0,2,4,7,1993,,98106,47.5305,-122.353,city,289.86,393.91,194.17,95.69,135.64,393.91,2014,6,26,2014-25,1.3589663975712414,296.82500000000005
2014-07-16,626000,3,1.0,1.0,0.0,0,4,7,1924,,98117,47.6768,-122.367,city,96.62,393.91,79.9,16.72,108.7,393.91,2014,7,29,2014-28,4.076899192713724,314.01
2014-07-18,334009,4,2.0,1.0,0.0,0,4,6,1960,,98034,47.7183,-122.213,suburbs,153.29,864.46,153.29,0.0,172.8,695.47,2014,7,29,2014-28,5.639376345488943,711.1700000000001
2015-01-29,429000,2,1.0,1.0,0.0,0,2,7,1924,,98107,47.6715,-122.365,city,93.83,464.51,93.83,0.0,130.99,464.51,2015,1,5,2015-04,4.95054886496856,370.68
2015-02-05,818000,4,2.5,2.0,0.0,0,3,10,1987,,98072,47.7467,-122.132,suburbs,373.47,4127.74,373.47,0.0,319.58,4914.53,2015,2,6,2015-05,11.052400460545691,3941.0049999999997
2014-08-28,326000,5,2.75,2.0,0.0,0,3,8,2013,,98042,47.3461,-122.152,suburbs,201.23,589.19,201.23,0.0,229.84,552.58,2014,8,35,2014-34,2.9279431496297774,488.57500000000005
2014-06-12,310000,5,3.0,1.0,0.0,0,3,7,1997,,98106,47.5453,-122.363,city,174.66,464.51,102.19,72.47,152.36,464.51,2014,6,24,2014-23,2.6595099049582047,362.32
2015-04-21,525000,4,2.0,1.0,0.0,0,4,7,1947,,98177,47.7193,-122.361,suburbs,209.96,713.49,104.98,104.98,167.22,713.49,2015,4,17,2015-16,3.398218708325395,608.51
2015-04-03,350000,3,2.25,1.5,0.0,0,3,7,1986,,98055,47.4735,-122.189,suburbs,186.73,408.77,186.73,0.0,159.79,388.98,2015,4,14,2015-13,2.1890965565254645,284.2833333333333
2015-04-02,936000,4,2.5,2.0,0.0,0,3,10,2001,,98074,47.6484,-122.08,suburbs,309.36,826.55,309.36,0.0,292.64,698.16,2015,4,14,2015-13,2.671806309800879,671.8699999999999
2014-11-29,226000,3,1.0,1.0,0.0,0,3,7,1954,,98166,47.4527,-122.352,suburbs,141.21,668.9,95.69,45.52,142.14,668.99,2014,11,48,2014-47,4.736916648962538,573.21
2015-05-01,1250000,5,3.5,2.0,0.0,0,3,10,2008,,98105,47.669,-122.282,city,326.09,445.75,250.84,75.25,135.64,156.45,2015,5,18,2015-17,1.366953908430188,320.33
2014-08-19,428000,3,1.75,1.0,0.0,2,4,7,1985,,98022,47.2303,-121.936,countryside,146.79,47104.98,146.79,0.0,189.52,19546.08,2014,8,34,2014-33,320.9004700592684,46958.19
2014-05-29,329932,3,1.5,1.0,0.0,0,3,7,1971,,98133,47.7112,-122.357,suburbs,135.64,468.23,102.19,33.45,216.46,702.34,2014,5,22,2014-21,3.4520053081686823,366.04
2015-01-20,539000,3,1.5,1.0,0.0,0,3,7,1971,,98133,47.7112,-122.357,suburbs,135.64,468.23,102.19,33.45,216.46,702.34,2015,1,4,2015-03,3.4520053081686823,366.04
2015-03-10,275000,3,1.75,1.0,0.0,0,4,8,1977,,98023,47.3155,-122.365,suburbs,153.29,715.35,153.29,0.0,187.66,715.35,2015,3,11,2015-10,4.666644921390828,562.0600000000001
2014-09-10,590000,4,2.5,2.0,0.0,2,3,9,1993,,98045,47.4816,-121.714,countryside,247.12,3252.51,247.12,0.0,216.46,3293.2,2014,9,37,2014-36,13.16166235027517,3128.9500000000003
2015-01-23,782000,4,2.5,2.0,0.0,0,3,10,1997,,98053,47.6772,-122.056,suburbs,326.09,2285.77,326.09,0.0,327.95,2477.98,2015,1,4,2015-03,7.009629243460395,2122.725
2014-06-16,575000,4,2.5,2.0,0.0,0,3,8,1985,,98027,47.5348,-122.053,suburbs,196.95,892.14,196.95,0.0,184.88,892.88,2014,6,25,2014-24,4.52977913175933,793.665
2015-01-14,509000,3,2.25,2.0,0.0,0,3,7,1996,,98133,47.7484,-122.353,suburbs,165.37,865.38,165.37,0.0,165.37,793.85,2015,1,3,2015-02,5.232992683074318,782.6949999999999
2014-05-09,290000,4,2.5,1.0,0.0,0,4,7,1968,,98001,47.353,-122.294,suburbs,185.8,1235.6,111.48,74.32,167.22,911.37,2014,5,19,2014-18,6.650161463939719,1124.12
2014-07-28,305240,3,1.0,1.0,0.0,0,3,7,1956,,98133,47.7352,-122.337,suburbs,120.77,836.12,120.77,0.0,139.35,891.86,2014,7,31,2014-30,6.923242527117662,715.35
2014-06-10,555000,3,2.0,1.5,0.0,2,4,8,1930,,98126,47.573,-122.38,city,202.53,462.28,156.08,46.45,171.87,464.51,2014,6,24,2014-23,2.28252604552412,358.22666666666663
2014-07-25,317000,3,2.0,1.0,0.0,0,3,7,1980,,98058,47.4658,-122.172,suburbs,166.3,764.4,129.13,37.17,174.66,764.4,2014,7,30,2014-29,4.596512327119663,635.27
2014-06-13,430000,3,2.0,1.5,0.0,0,3,8,1971,,98074,47.6312,-122.061,suburbs,177.44,468.23,177.44,0.0,183.95,397.16,2014,6,24,2014-23,2.638807484220018,349.93666666666667
2015-02-24,850000,2,1.5,1.0,0.0,4,4,7,1962,,98116,47.5934,-122.39,city,167.22,384.99,83.61,83.61,194.17,387.68,2015,2,9,2015-08,2.3022963760315753,301.38
2014-11-26,469000,3,2.25,1.0,0.0,0,3,7,1976,,98155,47.7643,-122.273,suburbs,243.4,990.25,154.22,89.18,169.08,1121.42,2014,11,48,2014-47,4.068405916187346,836.03
2014-07-30,327200,2,2.0,1.0,0.0,0,4,6,1942,1983.0,98168,47.4831,-122.296,suburbs,133.78,782.7,133.78,0.0,132.85,1118.26,2014,7,31,2014-30,5.850650321423233,648.9200000000001
2014-06-12,835000,3,3.0,2.0,1.0,4,4,8,1977,,98198,47.3571,-122.324,suburbs,259.2,1163.42,148.64,110.56,277.78,1066.15,2014,6,24,2014-23,4.488503086419754,1089.1000000000001
2014-09-03,360000,4,2.5,2.0,0.0,0,3,8,1990,,98042,47.374,-122.125,suburbs,217.39,1249.07,217.39,0.0,217.39,1039.39,2014,9,36,2014-35,5.745756474538847,1140.375
2014-12-11,372000,4,2.5,2.0,0.0,0,3,8,1999,,98178,47.5072,-122.257,suburbs,192.31,804.35,192.31,0.0,186.73,670.29,2014,12,50,2014-49,4.18256980916229,708.195
2015-03-26,453000,3,1.0,1.5,0.0,0,4,7,1968,,98034,47.7277,-122.185,suburbs,200.67,1066.89,200.67,0.0,210.89,936.45,2015,3,13,2015-12,5.316639258484079,933.1100000000001
2014-08-13,275000,2,1.75,1.0,0.0,0,5,7,1931,,98188,47.4594,-122.279,suburbs,194.17,1051.37,101.26,92.91,180.23,1051.37,2014,8,33,2014-32,5.414688159859916,950.1099999999999
2014-07-02,475000,4,2.5,2.0,0.0,0,4,7,1963,,98133,47.7399,-122.332,suburbs,189.52,674.47,189.52,0.0,189.52,683.76,2014,7,27,2014-26,3.5588328408611227,579.71
2015-02-13,310000,4,2.75,1.0,0.0,0,3,7,1986,,98031,47.3969,-122.205,suburbs,181.16,903.01,130.06,51.1,213.68,978.26,2015,2,7,2015-06,4.984599249282402,772.95
2015-02-10,173000,4,2.0,1.0,0.0,0,5,7,1957,,98188,47.4413,-122.277,suburbs,111.48,785.95,111.48,0.0,125.42,801.1,2015,2,7,2015-06,7.050143523501974,674.47
2015-04-03,313500,5,3.0,1.0,0.0,0,3,6,1985,,98045,47.481,-121.788,countryside,208.1,8822.0,208.1,0.0,165.37,4031.96,2015,4,14,2015-13,42.393080249879866,8613.9
2014-07-29,345000,3,2.5,2.0,0.0,0,3,8,2007,,98126,47.549,-122.372,city,126.35,138.33,126.35,0.0,126.35,156.82,2014,7,31,2014-30,1.094815987336763,75.15500000000002
2015-03-16,436000,3,1.5,1.0,0.0,0,3,8,1955,,98177,47.7598,-122.359,suburbs,139.35,947.6,120.77,18.58,181.16,882.57,2015,3,12,2015-11,6.800143523501974,826.83
2014-09-24,244500,2,1.75,1.0,0.0,0,3,6,1939,,98168,47.4989,-122.329,suburbs,120.77,1347.08,60.39,60.38,127.28,1206.43,2014,9,39,2014-38,11.15409455990726,1286.6899999999998
2014-07-11,206000,3,1.75,1.0,0.0,0,4,7,1968,,98001,47.3063,-122.27,suburbs,105.91,910.44,105.91,0.0,127.28,910.44,2014,7,28,2014-27,8.596355396091022,804.5300000000001
2015-04-21,890000,4,2.5,2.0,0.0,0,3,9,2005,,98052,47.7065,-122.13,suburbs,272.2,850.8,272.2,0.0,333.52,749.26,2015,4,17,2015-16,3.1256429096252756,714.6999999999999
2015-01-22,329950,4,2.25,2.0,0.0,0,3,8,1986,,98092,47.2654,-122.217,suburbs,198.81,824.41,198.81,0.0,198.81,816.52,2015,1,4,2015-03,4.146723001861073,725.005
2015-02-17,250000,3,1.75,1.0,0.0,0,3,7,1996,,98092,47.2558,-122.122,suburbs,151.24,26603.03,151.24,0.0,138.42,20098.85,2015,2,8,2015-07,175.89943136736312,26451.789999999997
2014-10-27,246000,3,2.0,1.0,0.0,0,3,7,1949,,98022,47.2507,-122.039,countryside,184.88,18939.15,184.88,0.0,256.41,20234.11,2014,10,44,2014-43,102.4402315015145,18754.27
2014-07-16,440000,3,1.75,1.0,0.0,0,3,7,1979,,98072,47.7685,-122.162,suburbs,181.16,1834.54,106.84,74.32,237.83,898.74,2014,7,29,2014-28,10.126628394789137,1727.7
2014-09-24,395000,4,1.75,1.0,0.0,0,3,7,1975,,98072,47.7344,-122.173,suburbs,177.44,754.09,135.64,41.8,168.15,752.51,2014,9,39,2014-38,4.249830928764653,618.45
2014-09-26,305000,3,1.0,1.0,0.0,0,5,6,1918,,98118,47.5514,-122.284,city,76.18,478.45,76.18,0.0,102.19,478.45,2014,9,39,2014-38,6.280519821475452,402.27
2014-09-23,160000,3,2.25,1.0,0.0,0,3,7,1985,,98003,47.2729,-122.299,suburbs,136.57,806.58,107.77,28.8,155.15,776.57,2014,9,39,2014-38,5.905982280149375,698.8100000000001
2015-02-26,269000,3,2.25,1.0,0.0,0,3,7,1985,,98003,47.2729,-122.299,suburbs,136.57,806.58,107.77,28.8,155.15,776.57,2015,2,9,2015-08,5.905982280149375,698.8100000000001
2014-08-11,169500,3,1.0,1.0,0.0,0,3,6,1962,,98023,47.2869,-122.36,suburbs,98.48,931.16,98.48,0.0,98.48,931.16,2014,8,33,2014-32,9.455320877335499,832.68
2014-12-05,690500,4,2.75,2.0,0.0,0,3,8,2014,,98155,47.7397,-122.316,suburbs,290.78,828.69,290.78,0.0,134.71,853.12,2014,12,49,2014-48,2.8498865121397623,683.3000000000001
2014-12-03,245560,2,1.5,1.0,0.0,0,3,7,1957,,98177,47.7775,-122.365,suburbs,117.06,900.5,117.06,0.0,167.22,900.5,2014,12,49,2014-48,7.692636254912011,783.44
2015-03-11,345000,4,2.75,2.0,0.0,0,3,8,1987,,98023,47.3148,-122.35,suburbs,204.38,1253.99,204.38,0.0,203.46,1100.89,2015,3,11,2015-10,6.1355807808983265,1151.8
2014-10-15,383000,4,1.75,1.0,0.0,2,4,8,1958,,98056,47.5067,-122.197,suburbs,239.69,1821.53,119.84,119.85,183.02,888.98,2014,10,42,2014-41,7.599524385664817,1701.69
2014-08-27,388500,3,2.25,2.0,0.0,0,3,8,2007,,98144,47.5997,-122.312,city,125.42,87.7,97.55,27.87,125.42,115.66,2014,8,35,2014-34,0.6992505182586509,38.925000000000004
2014-09-18,250000,3,1.75,1.0,0.0,0,3,7,1985,,98003,47.3179,-122.33,suburbs,125.42,794.13,125.42,0.0,154.22,793.2,2014,9,38,2014-37,6.331765268697177,668.71
2015-02-03,455500,3,1.75,1.0,0.0,0,4,9,1973,,98042,47.3837,-122.158,suburbs,212.75,1765.14,153.29,59.46,269.42,1210.89,2015,2,6,2015-05,8.296780258519389,1611.8500000000001
2014-12-01,672000,3,1.0,1.0,0.0,0,4,7,1954,,98004,47.6088,-122.193,city,113.34,796.45,113.34,0.0,129.13,796.45,2014,12,49,2014-48,7.027086641962238,683.11
2014-06-30,550000,4,1.5,1.0,0.0,0,2,7,1958,,98055,47.4345,-122.198,suburbs,255.48,11938.13,139.35,116.13,136.57,1069.68,2014,6,27,2014-26,46.72823704399561,11798.779999999999
